# Experiment File Name : 20181105_PlantTransII_Run41.eds
# Created By :alexburn17@gmail.com
# Last Modified Date : 2018-12-05 12:47:24 PM
# Instrument Type : StepOnePlus System

"Well","Sample Name","Target Name","Amp Score","Amp Status","Task","Cq","Cq Mean","Cq Standard Deviation","Quantity","Quantity Mean","Quantity Standard Deviation","Intercept","R-Squared","Slope","Efficiency","Auto Threshold","Threshold","Auto Baseline","Baseline Start","Baseline End","Omit",
"D3","114","DWV","1.32","Amp","UNKNOWN","25.176","25.321","0.491","668.125","627.984","184.299","35.2228","0.993","-3.5567","91.05548","true","0.065","true","3.0","21.0","false",
"D4","No Sample","DWV","0.0","No Amp","NTC","Undetermined","-","-","-","-","-","35.2228","0.993","-3.5567","91.05548","true","0.065","true","3.0","39.0","false",
"E1","167","DWV","0.0","No Amp","UNKNOWN","Undetermined","-","-","1.52891873E10","-","-","35.2228","0.993","-3.5567","91.05548","true","0.065","true","3.0","39.0","false",
"E2","89","DWV","1.29","Amp","UNKNOWN","28.624","28.456","0.254","71.672","80.664","13.819","35.2228","0.993","-3.5567","91.05548","true","0.065","true","3.0","25.0","false",
"E3","114","DWV","1.315","Amp","UNKNOWN","24.919","25.321","0.491","788.904","627.984","184.299","35.2228","0.993","-3.5567","91.05548","true","0.065","true","3.0","21.0","false",
"E4","gBlock","DWV","1.334","Amp","UNKNOWN","Undetermined","-","-","1.52891873E10","-","-","35.2228","0.993","-3.5567","91.05548","true","0.065","true","3.0","3.0","false",
"F1","167","DWV","0.0","No Amp","UNKNOWN","Undetermined","-","-","1.52891873E10","-","-","35.2228","0.993","-3.5567","91.05548","true","0.065","true","3.0","39.0","false",
"F2","89","DWV","1.301","Amp","UNKNOWN","28.163","28.456","0.254","96.576","80.664","13.819","35.2228","0.993","-3.5567","91.05548","true","0.065","true","3.0","24.0","false",
"F3","114","DWV","1.294","Amp","UNKNOWN","25.867","25.321","0.491","426.923","627.984","184.299","35.2228","0.993","-3.5567","91.05548","true","0.065","true","3.0","22.0","false",

