# Experiment File Name : 20180627_Burnham_TempVar_91-105_Run19.eds
# Created By :alexburn17@gmail.com
# Last Modified Date : 2018-07-28 08:08:16 AM
# Instrument Type : StepOnePlus System

"Well","Sample Name","Target Name","Amp Score","Amp Status","Task","Cq","Cq Mean","Cq Standard Deviation","Quantity","Quantity Mean","Quantity Standard Deviation","Intercept","R-Squared","Slope","Efficiency","Auto Threshold","Threshold","Auto Baseline","Baseline Start","Baseline End","Omit",
"C6","96","BQCV","1.273","Amp","UNKNOWN","25.805","26.368","0.797","412.405","303.265","154.347","34.8074","0.9981","-3.4422","95.21442","true","0.114","true","3.0","21.0","false",
"C7","97","BQCV","1.32","Amp","UNKNOWN","27.034","28.097","1.502","181.228","112.488","97.214","34.8074","0.9981","-3.4422","95.21442","true","0.114","true","3.0","22.0","false",
"C8","98","BQCV","1.326","Amp","UNKNOWN","22.284","23.118","1.18","4347.128","2885.681","2066.799","34.8074","0.9981","-3.4422","95.21442","true","0.114","true","3.0","18.0","false",
"C9","99","BQCV","1.347","Amp","UNKNOWN","32.429","32.429","-","4.908","4.908","-","34.8074","0.9981","-3.4422","95.21442","true","0.114","true","3.0","28.0","false",
"C10","100","BQCV","1.343","Amp","UNKNOWN","25.766","26.004","0.337","423.421","365.68","81.658","34.8074","0.9981","-3.4422","95.21442","true","0.114","true","3.0","21.0","false",
"C11","101","BQCV","1.342","Amp","UNKNOWN","33.634","32.985","0.918","2.192","3.708","2.144","34.8074","0.9981","-3.4422","95.21442","true","0.114","true","3.0","29.0","false",
"C12","102","BQCV","1.334","Amp","UNKNOWN","26.215","26.089","0.178","313.521","342.316","40.722","34.8074","0.9981","-3.4422","95.21442","true","0.114","true","3.0","21.0","false",
"D1","91","BQCV","1.243","Amp","UNKNOWN","32.462","31.698","1.081","4.8","9.075","6.046","34.8074","0.9981","-3.4422","95.21442","true","0.114","true","3.0","28.0","false",
"D2","92","BQCV","1.339","Amp","UNKNOWN","23.989","22.317","2.364","1389.603","7198.597","8215.157","34.8074","0.9981","-3.4422","95.21442","true","0.114","true","3.0","19.0","false",
"D3","93","BQCV","1.345","Amp","UNKNOWN","31.445","29.64","2.553","9.479","57.771","68.294","34.8074","0.9981","-3.4422","95.21442","true","0.114","true","3.0","27.0","false",
"D4","94","BQCV","1.344","Amp","UNKNOWN","26.805","24.935","2.645","211.253","1394.952","1674.003","34.8074","0.9981","-3.4422","95.21442","true","0.114","true","3.0","22.0","false",
"D5","95","BQCV","1.336","Amp","UNKNOWN","32.637","30.658","2.799","4.27","32.293","39.631","34.8074","0.9981","-3.4422","95.21442","true","0.114","true","3.0","28.0","false",
"D6","96","BQCV","1.345","Amp","UNKNOWN","26.931","26.368","0.797","194.125","303.265","154.347","34.8074","0.9981","-3.4422","95.21442","true","0.114","true","3.0","22.0","false",
"D7","97","BQCV","1.339","Amp","UNKNOWN","29.159","28.097","1.502","43.747","112.488","97.214","34.8074","0.9981","-3.4422","95.21442","true","0.114","true","3.0","24.0","false",
"D8","98","BQCV","1.346","Amp","UNKNOWN","23.952","23.118","1.18","1424.234","2885.681","2066.799","34.8074","0.9981","-3.4422","95.21442","true","0.114","true","3.0","19.0","false",
"D9","99","BQCV","0.0","No Amp","UNKNOWN","Undetermined","32.429","-","2.52624323E10","4.908","-","34.8074","0.9981","-3.4422","95.21442","true","0.114","true","3.0","39.0","false",
"D10","100","BQCV","1.349","Amp","UNKNOWN","26.242","26.004","0.337","307.939","365.68","81.658","34.8074","0.9981","-3.4422","95.21442","true","0.114","true","3.0","21.0","false",
"D11","101","BQCV","1.339","Amp","UNKNOWN","32.336","32.985","0.918","5.224","3.708","2.144","34.8074","0.9981","-3.4422","95.21442","true","0.114","true","3.0","28.0","false",
"D12","102","BQCV","1.331","Amp","UNKNOWN","25.963","26.089","0.178","371.11","342.316","40.722","34.8074","0.9981","-3.4422","95.21442","true","0.114","true","3.0","21.0","false",
"E1","91","ACTIN","1.411","Amp","UNKNOWN","16.530","16.165","0.516","389567.34","506083.22","164778.36","36.5667","0.9988","-3.584","90.11565","true","0.243","true","3.0","11.0","false",
"E2","92","ACTIN","1.423","Amp","UNKNOWN","15.830","16.645","1.152","610700.0","412596.62","280160.5","36.5667","0.9988","-3.584","90.11565","true","0.243","true","3.0","10.0","false",
"E3","93","ACTIN","1.422","Amp","UNKNOWN","15.804","16.748","1.336","621101.75","402841.03","308667.28","36.5667","0.9988","-3.584","90.11565","true","0.243","true","3.0","10.0","false",
"E4","94","ACTIN","1.438","Amp","UNKNOWN","14.945","15.916","1.374","1078764.0","694170.3","543897.56","36.5667","0.9988","-3.584","90.11565","true","0.243","true","3.0","9.0","false",
"E5","95","ACTIN","1.423","Amp","UNKNOWN","15.409","16.167","1.072","800557.44","551438.5","352307.44","36.5667","0.9988","-3.584","90.11565","true","0.243","true","3.0","10.0","false",
"E6","96","ACTIN","1.44","Amp","UNKNOWN","15.564","16.371","1.141","724441.4","490635.06","330652.1","36.5667","0.9988","-3.584","90.11565","true","0.243","true","3.0","10.0","false",
"E7","97","ACTIN","1.435","Amp","UNKNOWN","15.523","16.179","0.928","743839.1","532007.8","299574.72","36.5667","0.9988","-3.584","90.11565","true","0.243","true","3.0","10.0","false",
"E8","98","ACTIN","1.455","Amp","UNKNOWN","14.991","15.707","1.013","1047098.9","732161.25","445389.06","36.5667","0.9988","-3.584","90.11565","true","0.243","true","3.0","9.0","false",
"E9","99","ACTIN","1.443","Amp","UNKNOWN","21.051","20.446","0.855","21342.643","33874.56","17722.805","36.5667","0.9988","-3.584","90.11565","true","0.243","true","3.0","15.0","false",
"E10","100","ACTIN","1.449","Amp","UNKNOWN","15.533","15.94","0.575","739051.44","588623.25","212737.61","36.5667","0.9988","-3.584","90.11565","true","0.243","true","3.0","10.0","false",
"E11","101","ACTIN","1.438","Amp","UNKNOWN","16.661","16.779","0.167","358025.94","332844.3","35612.223","36.5667","0.9988","-3.584","90.11565","true","0.243","true","3.0","11.0","false",
"E12","102","ACTIN","1.419","Amp","UNKNOWN","16.383","16.25","0.188","428132.06","468067.94","56477.848","36.5667","0.9988","-3.584","90.11565","true","0.243","true","3.0","11.0","false",
"F1","91","ACTIN","1.43","Amp","UNKNOWN","15.800","16.165","0.516","622599.1","506083.22","164778.36","36.5667","0.9988","-3.584","90.11565","true","0.243","true","3.0","10.0","false",
"F2","92","ACTIN","1.436","Amp","UNKNOWN","17.459","16.645","1.152","214493.22","412596.62","280160.5","36.5667","0.9988","-3.584","90.11565","true","0.243","true","3.0","12.0","false",
"F3","93","ACTIN","1.44","Amp","UNKNOWN","17.693","16.748","1.336","184580.3","402841.03","308667.28","36.5667","0.9988","-3.584","90.11565","true","0.243","true","3.0","12.0","false",
"F4","94","ACTIN","1.443","Amp","UNKNOWN","16.888","15.916","1.374","309576.62","694170.3","543897.56","36.5667","0.9988","-3.584","90.11565","true","0.243","true","3.0","11.0","false",
"F5","95","ACTIN","1.443","Amp","UNKNOWN","16.925","16.167","1.072","302319.5","551438.5","352307.44","36.5667","0.9988","-3.584","90.11565","true","0.243","true","3.0","11.0","false",
"F6","96","ACTIN","1.446","Amp","UNKNOWN","17.179","16.371","1.141","256828.72","490635.06","330652.1","36.5667","0.9988","-3.584","90.11565","true","0.243","true","3.0","12.0","false",
"F7","97","ACTIN","1.449","Amp","UNKNOWN","16.835","16.179","0.928","320176.47","532007.8","299574.72","36.5667","0.9988","-3.584","90.11565","true","0.243","true","3.0","11.0","false",
"F8","98","ACTIN","1.443","Amp","UNKNOWN","16.423","15.707","1.013","417223.62","732161.25","445389.06","36.5667","0.9988","-3.584","90.11565","true","0.243","true","3.0","11.0","false",
"F9","99","ACTIN","1.455","Amp","UNKNOWN","19.842","20.446","0.855","46406.473","33874.56","17722.805","36.5667","0.9988","-3.584","90.11565","true","0.243","true","3.0","14.0","false",
"F10","100","ACTIN","1.445","Amp","UNKNOWN","16.347","15.94","0.575","438195.03","588623.25","212737.61","36.5667","0.9988","-3.584","90.11565","true","0.243","true","3.0","11.0","false",
"F11","101","ACTIN","1.448","Amp","UNKNOWN","16.897","16.779","0.167","307662.66","332844.3","35612.223","36.5667","0.9988","-3.584","90.11565","true","0.243","true","3.0","11.0","false",
"F12","102","ACTIN","1.453","Amp","UNKNOWN","16.117","16.25","0.188","508003.8","468067.94","56477.848","36.5667","0.9988","-3.584","90.11565","true","0.243","true","3.0","11.0","false",
"G1","Gblock","DWV","1.338","Amp","UNKNOWN","26.930","26.93","-","214.629","214.629","-","35.2228","0.993","-3.5567","91.05548","true","0.078","true","3.0","23.0","false",
"G2","103","DWV","0.0","No Amp","UNKNOWN","Undetermined","-","-","1.52891873E10","-","-","35.2228","0.993","-3.5567","91.05548","true","0.078","true","3.0","39.0","false",
"G3","104","DWV","0.0","No Amp","UNKNOWN","Undetermined","-","-","1.52891873E10","-","-","35.2228","0.993","-3.5567","91.05548","true","0.078","true","3.0","39.0","false",
"G4","105","DWV","0.0","No Amp","UNKNOWN","Undetermined","-","-","1.52891873E10","-","-","35.2228","0.993","-3.5567","91.05548","true","0.078","true","3.0","39.0","false",
"G5","Gblock","BQCV","1.334","Amp","UNKNOWN","27.799","27.799","-","108.643","108.643","-","34.8074","0.9981","-3.4422","95.21442","true","0.114","true","3.0","23.0","false",
"G6","103","BQCV","1.334","Amp","UNKNOWN","29.600","29.018","0.823","32.56","51.76","27.153","34.8074","0.9981","-3.4422","95.21442","true","0.114","true","3.0","25.0","false",
"G7","104","BQCV","1.334","Amp","UNKNOWN","32.886","31.313","2.224","3.615","16.632","18.408","34.8074","0.9981","-3.4422","95.21442","true","0.114","true","3.0","28.0","false",
"G8","105","BQCV","1.351","Amp","UNKNOWN","32.627","33.234","0.857","4.299","3.105","1.689","34.8074","0.9981","-3.4422","95.21442","true","0.114","true","3.0","28.0","false",
"G9","Gblock","ACTIN","1.438","Amp","UNKNOWN","27.772","27.772","-","284.391","284.391","-","36.5667","0.9988","-3.584","90.11565","true","0.243","true","3.0","22.0","false",
"G10","103","ACTIN","1.439","Amp","UNKNOWN","21.458","20.555","1.278","16425.227","34440.305","25477.17","36.5667","0.9988","-3.584","90.11565","true","0.243","true","3.0","16.0","false",
"G11","104","ACTIN","1.44","Amp","UNKNOWN","19.911","19.888","0.032","44396.977","45052.52","927.075","36.5667","0.9988","-3.584","90.11565","true","0.243","true","3.0","14.0","false",
"G12","105","ACTIN","1.448","Amp","UNKNOWN","27.775","26.86","1.294","283.842","601.598","449.374","36.5667","0.9988","-3.584","90.11565","true","0.243","true","3.0","22.0","false",
"H1","No Sample","DWV","1.278","Amp","NTC","35.131","-","-","-","-","-","35.2228","0.993","-3.5567","91.05548","true","0.078","true","3.0","31.0","false",
"H2","103","DWV","0.0","No Amp","UNKNOWN","Undetermined","-","-","1.52891873E10","-","-","35.2228","0.993","-3.5567","91.05548","true","0.078","true","3.0","39.0","false",
"H3","104","DWV","0.0","No Amp","UNKNOWN","Undetermined","-","-","1.52891873E10","-","-","35.2228","0.993","-3.5567","91.05548","true","0.078","true","3.0","39.0","false",
"H4","105","DWV","0.0","No Amp","UNKNOWN","Undetermined","-","-","1.52891873E10","-","-","35.2228","0.993","-3.5567","91.05548","true","0.078","true","3.0","39.0","false",
"H5","No Sample","BQCV","0.0","No Amp","NTC","Undetermined","-","-","-","-","-","34.8074","0.9981","-3.4422","95.21442","true","0.114","true","3.0","39.0","false",
"H6","103","BQCV","1.329","Amp","UNKNOWN","28.436","29.018","0.823","70.96","51.76","27.153","34.8074","0.9981","-3.4422","95.21442","true","0.114","true","3.0","24.0","false",
"H7","104","BQCV","1.329","Amp","UNKNOWN","29.740","31.313","2.224","29.648","16.632","18.408","34.8074","0.9981","-3.4422","95.21442","true","0.114","true","3.0","25.0","false",
"H8","105","BQCV","1.328","Amp","UNKNOWN","33.840","33.234","0.857","1.91","3.105","1.689","34.8074","0.9981","-3.4422","95.21442","true","0.114","true","3.0","29.0","false",
"H9","No Sample","ACTIN","0.0","No Amp","NTC","Undetermined","-","-","-","-","-","36.5667","0.9988","-3.584","90.11565","true","0.243","true","3.0","39.0","false",
"H10","103","ACTIN","1.448","Amp","UNKNOWN","19.651","20.555","1.278","52455.383","34440.305","25477.17","36.5667","0.9988","-3.584","90.11565","true","0.243","true","3.0","14.0","false",
"H11","104","ACTIN","1.451","Amp","UNKNOWN","19.865","19.888","0.032","45708.06","45052.52","927.075","36.5667","0.9988","-3.584","90.11565","true","0.243","true","3.0","14.0","false",
"H12","105","ACTIN","1.444","Amp","UNKNOWN","25.946","26.86","1.294","919.353","601.598","449.374","36.5667","0.9988","-3.584","90.11565","true","0.243","true","3.0","20.0","false",

