# Experiment File Name : 20180718_Burnham_TempVar_106-117_B1-B4_Run22eds.eds
# Created By :alexburn17@gmail.com
# Last Modified Date : 2018-07-28 08:08:17 AM
# Instrument Type : StepOnePlus System

"Well","Sample Name","Target Name","Amp Score","Amp Status","Task","Cq","Cq Mean","Cq Standard Deviation","Quantity","Quantity Mean","Quantity Standard Deviation","Intercept","R-Squared","Slope","Efficiency","Auto Threshold","Threshold","Auto Baseline","Baseline Start","Baseline End","Omit",
"C2","107","BQCV","1.335","Amp","UNKNOWN","21.441","21.418","0.032","7639.634","7758.148","167.605","34.8074","0.9981","-3.4422","95.21442","true","0.128","true","3.0","16.0","false",
"C3","108","BQCV","1.338","Amp","UNKNOWN","24.592","24.644","0.073","928.217","897.167","43.911","34.8074","0.9981","-3.4422","95.21442","true","0.128","true","3.0","20.0","false",
"C4","109","BQCV","1.326","Amp","UNKNOWN","29.340","29.351","0.016","38.769","38.481","0.407","34.8074","0.9981","-3.4422","95.21442","true","0.128","true","3.0","24.0","false",
"C5","110","BQCV","1.342","Amp","UNKNOWN","27.514","27.599","0.121","131.489","124.401","10.024","34.8074","0.9981","-3.4422","95.21442","true","0.128","true","3.0","23.0","false",
"C6","111","BQCV","1.327","Amp","UNKNOWN","27.635","27.473","0.23","121.229","135.934","20.796","34.8074","0.9981","-3.4422","95.21442","true","0.128","true","3.0","23.0","false",
"C7","112","BQCV","1.338","Amp","UNKNOWN","25.781","25.715","0.093","419.084","438.283","27.152","34.8074","0.9981","-3.4422","95.21442","true","0.128","true","3.0","21.0","false",
"C8","113","BQCV","1.332","Amp","UNKNOWN","27.723","27.556","0.237","114.318","128.671","20.299","34.8074","0.9981","-3.4422","95.21442","true","0.128","true","3.0","23.0","false",
"C9","114","BQCV","1.345","Amp","UNKNOWN","22.406","22.418","0.017","4007.271","3974.969","45.683","34.8074","0.9981","-3.4422","95.21442","true","0.128","true","3.0","17.0","false",
"C10","115","BQCV","1.325","Amp","UNKNOWN","24.880","24.924","0.062","765.536","743.575","31.058","34.8074","0.9981","-3.4422","95.21442","true","0.128","true","3.0","20.0","false",
"C11","116","BQCV","1.344","Amp","UNKNOWN","22.059","22.095","0.051","5053.17","4933.238","169.609","34.8074","0.9981","-3.4422","95.21442","true","0.128","true","3.0","17.0","false",
"C12","117","BQCV","1.32","Amp","UNKNOWN","25.174","25.179","0.007","628.757","626.815","2.746","34.8074","0.9981","-3.4422","95.21442","true","0.128","true","3.0","20.0","false",
"D1","106","BQCV","1.335","Amp","UNKNOWN","28.980","28.777","0.287","49.322","57.003","10.861","34.8074","0.9981","-3.4422","95.21442","true","0.128","true","3.0","24.0","false",
"D2","107","BQCV","1.343","Amp","UNKNOWN","21.395","21.418","0.032","7876.664","7758.148","167.605","34.8074","0.9981","-3.4422","95.21442","true","0.128","true","3.0","16.0","false",
"D3","108","BQCV","1.334","Amp","UNKNOWN","24.696","24.644","0.073","866.116","897.167","43.911","34.8074","0.9981","-3.4422","95.21442","true","0.128","true","3.0","20.0","false",
"D4","109","BQCV","1.339","Amp","UNKNOWN","29.362","29.351","0.016","38.194","38.481","0.407","34.8074","0.9981","-3.4422","95.21442","true","0.128","true","3.0","24.0","false",
"D5","110","BQCV","1.336","Amp","UNKNOWN","27.684","27.599","0.121","117.314","124.401","10.024","34.8074","0.9981","-3.4422","95.21442","true","0.128","true","3.0","23.0","false",
"D6","111","BQCV","1.341","Amp","UNKNOWN","27.311","27.473","0.23","150.639","135.934","20.796","34.8074","0.9981","-3.4422","95.21442","true","0.128","true","3.0","22.0","false",
"D7","112","BQCV","1.341","Amp","UNKNOWN","25.650","25.715","0.093","457.482","438.283","27.152","34.8074","0.9981","-3.4422","95.21442","true","0.128","true","3.0","21.0","false",
"D8","113","BQCV","1.345","Amp","UNKNOWN","27.388","27.556","0.237","143.025","128.671","20.299","34.8074","0.9981","-3.4422","95.21442","true","0.128","true","3.0","22.0","false",
"D9","114","BQCV","1.337","Amp","UNKNOWN","22.430","22.418","0.017","3942.666","3974.969","45.683","34.8074","0.9981","-3.4422","95.21442","true","0.128","true","3.0","17.0","false",
"D10","115","BQCV","1.344","Amp","UNKNOWN","24.969","24.924","0.062","721.613","743.575","31.058","34.8074","0.9981","-3.4422","95.21442","true","0.128","true","3.0","20.0","false",
"D11","116","BQCV","1.334","Amp","UNKNOWN","22.132","22.095","0.051","4813.307","4933.238","169.609","34.8074","0.9981","-3.4422","95.21442","true","0.128","true","3.0","17.0","false",
"D12","117","BQCV","1.327","Amp","UNKNOWN","25.184","25.179","0.007","624.874","626.815","2.746","34.8074","0.9981","-3.4422","95.21442","true","0.128","true","3.0","20.0","false",
"E1","106","ACTIN","1.446","Amp","UNKNOWN","16.770","16.74","0.042","333891.62","340416.9","9228.102","36.5667","0.9988","-3.584","90.11565","true","0.248","true","3.0","11.0","false",
"E2","107","ACTIN","1.436","Amp","UNKNOWN","15.349","15.39","0.058","832105.0","810794.4","30137.812","36.5667","0.9988","-3.584","90.11565","true","0.248","true","3.0","10.0","false",
"E3","108","ACTIN","1.445","Amp","UNKNOWN","15.477","15.51","0.047","766343.7","750190.7","22843.78","36.5667","0.9988","-3.584","90.11565","true","0.248","true","3.0","10.0","false",
"E4","109","ACTIN","1.451","Amp","UNKNOWN","15.154","15.081","0.102","943324.3","989240.94","64935.906","36.5667","0.9988","-3.584","90.11565","true","0.248","true","3.0","10.0","false",
"E5","110","ACTIN","1.451","Amp","UNKNOWN","16.107","16.084","0.033","511154.1","518992.8","11085.643","36.5667","0.9988","-3.584","90.11565","true","0.248","true","3.0","10.0","false",
"E6","111","ACTIN","1.429","Amp","UNKNOWN","15.300","15.337","0.052","858832.5","838886.2","28208.367","36.5667","0.9988","-3.584","90.11565","true","0.248","true","3.0","10.0","false",
"E7","112","ACTIN","1.44","Amp","UNKNOWN","15.313","15.273","0.057","851628.1","874141.3","31838.484","36.5667","0.9988","-3.584","90.11565","true","0.248","true","3.0","10.0","false",
"E8","113","ACTIN","1.451","Amp","UNKNOWN","15.458","15.472","0.019","775560.8","768945.06","9356.034","36.5667","0.9988","-3.584","90.11565","true","0.248","true","3.0","10.0","false",
"E9","114","ACTIN","1.444","Amp","UNKNOWN","15.306","15.349","0.06","855256.5","832509.9","32168.623","36.5667","0.9988","-3.584","90.11565","true","0.248","true","3.0","10.0","false",
"E10","115","ACTIN","1.447","Amp","UNKNOWN","15.264","15.225","0.055","878802.9","901408.2","31968.71","36.5667","0.9988","-3.584","90.11565","true","0.248","true","3.0","9.0","false",
"E11","116","ACTIN","1.443","Amp","UNKNOWN","15.120","15.355","0.332","963656.2","838337.4","177227.56","36.5667","0.9988","-3.584","90.11565","true","0.248","true","3.0","9.0","false",
"E12","117","ACTIN","1.428","Amp","UNKNOWN","15.372","15.306","0.093","819561.3","855874.75","51355.0","36.5667","0.9988","-3.584","90.11565","true","0.248","true","3.0","10.0","false",
"F1","106","ACTIN","1.442","Amp","UNKNOWN","16.710","16.74","0.042","346942.16","340416.9","9228.102","36.5667","0.9988","-3.584","90.11565","true","0.248","true","3.0","11.0","false",
"F2","107","ACTIN","1.442","Amp","UNKNOWN","15.431","15.39","0.058","789483.7","810794.4","30137.812","36.5667","0.9988","-3.584","90.11565","true","0.248","true","3.0","10.0","false",
"F3","108","ACTIN","1.441","Amp","UNKNOWN","15.544","15.51","0.047","734037.7","750190.7","22843.78","36.5667","0.9988","-3.584","90.11565","true","0.248","true","3.0","10.0","false",
"F4","109","ACTIN","1.441","Amp","UNKNOWN","15.009","15.081","0.102","1035157.56","989240.94","64935.906","36.5667","0.9988","-3.584","90.11565","true","0.248","true","3.0","9.0","false",
"F5","110","ACTIN","1.44","Amp","UNKNOWN","16.060","16.084","0.033","526831.56","518992.8","11085.643","36.5667","0.9988","-3.584","90.11565","true","0.248","true","3.0","10.0","false",
"F6","111","ACTIN","1.395","Amp","UNKNOWN","15.374","15.337","0.052","818939.9","838886.2","28208.367","36.5667","0.9988","-3.584","90.11565","true","0.248","true","3.0","9.0","false",
"F7","112","ACTIN","1.442","Amp","UNKNOWN","15.232","15.273","0.057","896654.5","874141.3","31838.484","36.5667","0.9988","-3.584","90.11565","true","0.248","true","3.0","10.0","false",
"F8","113","ACTIN","1.446","Amp","UNKNOWN","15.485","15.472","0.019","762329.4","768945.06","9356.034","36.5667","0.9988","-3.584","90.11565","true","0.248","true","3.0","10.0","false",
"F9","114","ACTIN","1.44","Amp","UNKNOWN","15.391","15.349","0.06","809763.25","832509.9","32168.623","36.5667","0.9988","-3.584","90.11565","true","0.248","true","3.0","10.0","false",
"F10","115","ACTIN","1.445","Amp","UNKNOWN","15.186","15.225","0.055","924013.44","901408.2","31968.71","36.5667","0.9988","-3.584","90.11565","true","0.248","true","3.0","9.0","false",
"F11","116","ACTIN","1.446","Amp","UNKNOWN","15.589","15.355","0.332","713018.56","838337.4","177227.56","36.5667","0.9988","-3.584","90.11565","true","0.248","true","3.0","10.0","false",
"F12","117","ACTIN","1.423","Amp","UNKNOWN","15.240","15.306","0.093","892188.25","855874.75","51355.0","36.5667","0.9988","-3.584","90.11565","true","0.248","true","3.0","9.0","false",
"G1","Gblock","DWV","1.327","Amp","UNKNOWN","25.751","25.751","-","460.32","460.32","-","35.2228","0.993","-3.5567","91.05548","true","0.052","true","3.0","22.0","false",
"G2","Gblock","BQCV","1.339","Amp","UNKNOWN","26.837","26.837","-","206.748","206.748","-","34.8074","0.9981","-3.4422","95.21442","true","0.128","true","3.0","22.0","false",
"G3","Gblock","ACTIN","1.434","Amp","UNKNOWN","27.520","27.52","-","334.323","334.323","-","36.5667","0.9988","-3.584","90.11565","true","0.248","true","3.0","22.0","false",
"G4","B1","DWV","0.0","No Amp","UNKNOWN","Undetermined","-","-","1.52891873E10","-","-","35.2228","0.993","-3.5567","91.05548","true","0.052","true","3.0","39.0","false",
"G5","B2","DWV","0.0","No Amp","UNKNOWN","Undetermined","-","-","1.52891873E10","-","-","35.2228","0.993","-3.5567","91.05548","true","0.052","true","3.0","39.0","false",
"G6","B3","DWV","0.804","Inconclusive","UNKNOWN","38.490","37.828","0.937","0.121","0.202","0.116","35.2228","0.993","-3.5567","91.05548","true","0.052","true","3.0","35.0","false",
"G7","B4","DWV","1.321","Amp","UNKNOWN","33.296","33.296","-","3.48","3.48","-","35.2228","0.993","-3.5567","91.05548","true","0.052","true","3.0","30.0","false",
"G8","B1","ACTIN","1.449","Amp","UNKNOWN","15.852","15.9","0.068","602294.56","584309.2","25435.166","36.5667","0.9988","-3.584","90.11565","true","0.248","true","3.0","10.0","false",
"G9","B2","ACTIN","1.426","Amp","UNKNOWN","15.365","15.447","0.115","823271.5","782517.9","57634.32","36.5667","0.9988","-3.584","90.11565","true","0.248","true","3.0","10.0","false",
"G10","B3","ACTIN","1.428","Amp","UNKNOWN","15.806","15.796","0.014","620201.25","624218.94","5681.85","36.5667","0.9988","-3.584","90.11565","true","0.248","true","3.0","10.0","false",
"G11","B4","ACTIN","1.43","Amp","UNKNOWN","15.753","15.82","0.095","641829.56","615281.75","37544.266","36.5667","0.9988","-3.584","90.11565","true","0.248","true","3.0","10.0","false",
"H1","No Sample","DWV","0.0","No Amp","NTC","Undetermined","-","-","-","-","-","35.2228","0.993","-3.5567","91.05548","true","0.052","true","3.0","39.0","false",
"H2","No Sample","BQCV","0.0","No Amp","NTC","Undetermined","-","-","-","-","-","34.8074","0.9981","-3.4422","95.21442","true","0.128","true","3.0","39.0","false",
"H3","No Sample","ACTIN","0.0","No Amp","NTC","Undetermined","-","-","-","-","-","36.5667","0.9988","-3.584","90.11565","true","0.248","true","3.0","39.0","false",
"H4","B1","DWV","0.0","No Amp","UNKNOWN","Undetermined","-","-","1.52891873E10","-","-","35.2228","0.993","-3.5567","91.05548","true","0.052","true","3.0","39.0","false",
"H5","B2","DWV","0.0","No Amp","UNKNOWN","Undetermined","-","-","1.52891873E10","-","-","35.2228","0.993","-3.5567","91.05548","true","0.052","true","3.0","39.0","false",
"H6","B3","DWV","1.085","No Amp","UNKNOWN","37.165","37.828","0.937","0.284","0.202","0.116","35.2228","0.993","-3.5567","91.05548","true","0.052","true","3.0","34.0","false",
"H7","B4","DWV","0.0","No Amp","UNKNOWN","Undetermined","33.296","-","1.52891873E10","3.48","-","35.2228","0.993","-3.5567","91.05548","true","0.052","true","3.0","39.0","false",
"H8","B1","ACTIN","1.448","Amp","UNKNOWN","15.948","15.9","0.068","566323.8","584309.2","25435.166","36.5667","0.9988","-3.584","90.11565","true","0.248","true","3.0","10.0","false",
"H9","B2","ACTIN","1.431","Amp","UNKNOWN","15.528","15.447","0.115","741764.25","782517.9","57634.32","36.5667","0.9988","-3.584","90.11565","true","0.248","true","3.0","10.0","false",
"H10","B3","ACTIN","1.439","Amp","UNKNOWN","15.786","15.796","0.014","628236.6","624218.94","5681.85","36.5667","0.9988","-3.584","90.11565","true","0.248","true","3.0","10.0","false",
"H11","B4","ACTIN","1.438","Amp","UNKNOWN","15.887","15.82","0.095","588733.94","615281.75","37544.266","36.5667","0.9988","-3.584","90.11565","true","0.248","true","3.0","10.0","false",

