# Experiment File Name : 20180607_Burnham_TempVar_34-48_Run15.eds
# Created By :alexburn17@gmail.com
# Last Modified Date : 2018-07-28 08:08:19 AM
# Instrument Type : StepOnePlus System

"Well","Sample Name","Target Name","Amp Score","Amp Status","Task","Cq","Cq Mean","Cq Standard Deviation","Quantity","Quantity Mean","Quantity Standard Deviation","Intercept","R-Squared","Slope","Efficiency","Auto Threshold","Threshold","Auto Baseline","Baseline Start","Baseline End","Omit",
"F7","40","ACTIN","1.425","Amp","UNKNOWN","15.058","15.114","0.08","1003222.94","968197.9","49532.848","36.5667","0.9988","-3.584","90.11565","true","0.214","true","3.0","10.0","false",
"F8","41","ACTIN","1.434","Amp","UNKNOWN","15.077","15.056","0.03","990558.9","1004375.75","19540.033","36.5667","0.9988","-3.584","90.11565","true","0.214","true","3.0","10.0","false",
"F9","42","ACTIN","1.402","Amp","UNKNOWN","17.381","17.378","0.005","225514.83","225984.48","664.197","36.5667","0.9988","-3.584","90.11565","true","0.214","true","3.0","12.0","false",
"F10","43","ACTIN","1.43","Amp","UNKNOWN","14.925","14.848","0.109","1092277.2","1149256.0","80580.125","36.5667","0.9988","-3.584","90.11565","true","0.214","true","3.0","10.0","false",
"F11","44","ACTIN","1.413","Amp","UNKNOWN","15.559","15.653","0.133","726864.06","685518.44","58471.492","36.5667","0.9988","-3.584","90.11565","true","0.214","true","3.0","10.0","false",
"F12","45","ACTIN","0.0","No Amp","UNKNOWN","Undetermined","15.648","-","3.03235564E10","686704.56","-","36.5667","0.9988","-3.584","90.11565","true","0.214","true","3.0","39.0","false",
"G1","Gblock","DWV","1.295","Amp","UNKNOWN","26.637","26.637","-","259.464","259.464","-","35.2228","0.993","-3.5567","91.05548","true","0.04","true","3.0","23.0","false",
"G2","46","DWV","1.289","Amp","UNKNOWN","31.911","31.247","0.939","8.536","14.347","8.217","35.2228","0.993","-3.5567","91.05548","true","0.04","true","3.0","29.0","false",
"G3","47","DWV","0.0","No Amp","UNKNOWN","Undetermined","-","-","1.52891873E10","-","-","35.2228","0.993","-3.5567","91.05548","true","0.04","true","3.0","39.0","false",
"G4","48","DWV","1.263","Amp","UNKNOWN","25.854","25.77","0.118","430.786","455.381","34.783","35.2228","0.993","-3.5567","91.05548","true","0.04","true","3.0","23.0","false",
"G5","Gblock","BQCV","1.33","Amp","UNKNOWN","27.106","27.106","-","172.733","172.733","-","34.8074","0.9981","-3.4422","95.21442","true","0.106","true","3.0","22.0","false",
"G6","46","BQCV","1.325","Amp","UNKNOWN","24.441","24.578","0.194","1026.915","940.805","121.778","34.8074","0.9981","-3.4422","95.21442","true","0.106","true","3.0","20.0","false",
"G7","47","BQCV","1.307","Amp","UNKNOWN","26.037","26.007","0.043","353.067","360.46","10.456","34.8074","0.9981","-3.4422","95.21442","true","0.106","true","3.0","21.0","false",
"G8","48","BQCV","1.317","Amp","UNKNOWN","26.939","26.931","0.011","193.174","194.159","1.393","34.8074","0.9981","-3.4422","95.21442","true","0.106","true","3.0","22.0","false",
"G9","Gblock","ACTIN","1.399","Amp","UNKNOWN","27.934","27.934","-","256.31","256.31","-","36.5667","0.9988","-3.584","90.11565","true","0.214","true","3.0","22.0","false",
"G10","46","ACTIN","1.416","Amp","UNKNOWN","15.239","15.262","0.032","892773.9","879953.06","18131.377","36.5667","0.9988","-3.584","90.11565","true","0.214","true","3.0","10.0","false",
"G11","47","ACTIN","1.421","Amp","UNKNOWN","15.538","15.632","0.133","736669.4","694870.06","59113.16","36.5667","0.9988","-3.584","90.11565","true","0.214","true","3.0","10.0","false",
"G12","48","ACTIN","1.397","Amp","UNKNOWN","15.355","15.369","0.02","828738.25","821248.7","10591.909","36.5667","0.9988","-3.584","90.11565","true","0.214","true","3.0","10.0","false",
"H1","No Sample","DWV","0.536","No Amp","NTC","Undetermined","-","-","-","-","-","35.2228","0.993","-3.5567","91.05548","true","0.04","true","3.0","35.0","false",
"H2","46","DWV","1.299","Amp","UNKNOWN","30.583","31.247","0.939","20.157","14.347","8.217","35.2228","0.993","-3.5567","91.05548","true","0.04","true","3.0","27.0","false",
"H3","47","DWV","0.0","No Amp","UNKNOWN","Undetermined","-","-","1.52891873E10","-","-","35.2228","0.993","-3.5567","91.05548","true","0.04","true","3.0","39.0","false",
"H4","48","DWV","1.301","Amp","UNKNOWN","25.687","25.77","0.118","479.976","455.381","34.783","35.2228","0.993","-3.5567","91.05548","true","0.04","true","3.0","22.0","false",
"H5","No Sample","BQCV","0.0","No Amp","NTC","Undetermined","-","-","-","-","-","34.8074","0.9981","-3.4422","95.21442","true","0.106","true","3.0","39.0","false",
"H6","46","BQCV","1.314","Amp","UNKNOWN","24.716","24.578","0.194","854.695","940.805","121.778","34.8074","0.9981","-3.4422","95.21442","true","0.106","true","3.0","20.0","false",
"H7","47","BQCV","1.311","Amp","UNKNOWN","25.976","26.007","0.043","367.853","360.46","10.456","34.8074","0.9981","-3.4422","95.21442","true","0.106","true","3.0","21.0","false",
"H8","48","BQCV","1.318","Amp","UNKNOWN","26.924","26.931","0.011","195.144","194.159","1.393","34.8074","0.9981","-3.4422","95.21442","true","0.106","true","3.0","22.0","false",
"H9","No Sample","ACTIN","0.0","No Amp","NTC","Undetermined","-","-","-","-","-","36.5667","0.9988","-3.584","90.11565","true","0.214","true","3.0","39.0","false",
"H10","46","ACTIN","1.409","Amp","UNKNOWN","15.285","15.262","0.032","867132.25","879953.06","18131.377","36.5667","0.9988","-3.584","90.11565","true","0.214","true","3.0","10.0","false",
"H11","47","ACTIN","1.422","Amp","UNKNOWN","15.726","15.632","0.133","653070.75","694870.06","59113.16","36.5667","0.9988","-3.584","90.11565","true","0.214","true","3.0","10.0","false",
"H12","48","ACTIN","1.401","Amp","UNKNOWN","15.383","15.369","0.02","813759.06","821248.7","10591.909","36.5667","0.9988","-3.584","90.11565","true","0.214","true","3.0","10.0","false",

