# Experiment File Name : 20170803_Burnham_PlantTrans2_prelimDWVinoc_Run27.eds
# Created By :alexburn17@gmail.com
# Last Modified Date : 2018-08-06 03:25:29 PM
# Instrument Type : StepOnePlus System

"Well","Sample Name","Target Name","Amp Score","Amp Status","Task","Cq","Cq Mean","Cq Standard Deviation","Quantity","Quantity Mean","Quantity Standard Deviation","Intercept","R-Squared","Slope","Efficiency","Auto Threshold","Threshold","Auto Baseline","Baseline Start","Baseline End","Omit",
"B2","2","DWV","1.326","Amp","UNKNOWN","30.497","30.422","0.105","21.318","22.396","1.525","35.2228","0.993","-3.5567","91.05548","false","0.137","true","3.0","25.0","false",
"B3","3","DWV","0.0","No Amp","UNKNOWN","Undetermined","-","-","1.52891873E10","-","-","35.2228","0.993","-3.5567","91.05548","false","0.137","true","3.0","39.0","false",
"B4","4","DWV","1.269","Amp","UNKNOWN","24.824","24.712","0.158","838.902","904.399","92.626","35.2228","0.993","-3.5567","91.05548","false","0.137","true","3.0","20.0","false",
"B5","5","DWV","1.331","Amp","UNKNOWN","31.648","31.305","0.485","10.118","12.944","3.997","35.2228","0.993","-3.5567","91.05548","false","0.137","true","3.0","26.0","false",
"B6","6","DWV","1.343","Amp","UNKNOWN","34.598","34.598","-","1.498","1.498","-","35.2228","0.993","-3.5567","91.05548","false","0.137","true","3.0","29.0","false",
"B7","7","DWV","1.322","Amp","UNKNOWN","34.569","34.965","0.561","1.527","1.221","0.434","35.2228","0.993","-3.5567","91.05548","false","0.137","true","3.0","29.0","false",
"B8","8","DWV","1.342","Amp","UNKNOWN","29.846","29.835","0.015","32.494","32.719","0.318","35.2228","0.993","-3.5567","91.05548","false","0.137","true","3.0","25.0","false",
"B9","9","DWV","0.58","No Amp","UNKNOWN","Undetermined","-","-","1.52891873E10","-","-","35.2228","0.993","-3.5567","91.05548","false","0.137","true","3.0","35.0","false",
"B10","10","DWV","0.0","No Amp","UNKNOWN","Undetermined","-","-","1.52891873E10","-","-","35.2228","0.993","-3.5567","91.05548","false","0.137","true","3.0","39.0","false",
"B11","11","DWV","1.325","Amp","UNKNOWN","31.222","31.449","0.322","13.333","11.632","2.406","35.2228","0.993","-3.5567","91.05548","false","0.137","true","3.0","26.0","false",
"B12","12","DWV","1.331","Amp","UNKNOWN","27.794","27.731","0.089","122.692","127.877","7.333","35.2228","0.993","-3.5567","91.05548","false","0.137","true","3.0","23.0","false",
"C1","1","ACTIN","1.446","Amp","UNKNOWN","15.323","15.281","0.059","846027.44","869261.75","32858.28","36.5667","0.9988","-3.584","90.11565","false","0.267","true","3.0","9.0","false",
"C2","2","ACTIN","1.45","Amp","UNKNOWN","15.194","15.142","0.074","918984.0","951013.2","45296.1","36.5667","0.9988","-3.584","90.11565","false","0.267","true","3.0","9.0","false",
"C3","3","ACTIN","1.456","Amp","UNKNOWN","15.717","15.701","0.022","656852.94","663530.44","9443.382","36.5667","0.9988","-3.584","90.11565","false","0.267","true","3.0","10.0","false",
"C4","4","ACTIN","1.459","Amp","UNKNOWN","15.170","15.163","0.009","933467.4","937303.9","5425.625","36.5667","0.9988","-3.584","90.11565","false","0.267","true","3.0","9.0","false",
"C5","5","ACTIN","1.471","Amp","UNKNOWN","14.849","14.861","0.018","1147505.9","1138054.8","13365.938","36.5667","0.9988","-3.584","90.11565","false","0.267","true","3.0","9.0","false",
"C6","6","ACTIN","1.448","Amp","UNKNOWN","15.057","15.039","0.025","1003632.4","1015214.9","16380.1","36.5667","0.9988","-3.584","90.11565","false","0.267","true","3.0","9.0","false",
"C7","7","ACTIN","1.456","Amp","UNKNOWN","15.153","15.137","0.023","943711.6","953533.94","13890.849","36.5667","0.9988","-3.584","90.11565","false","0.267","true","3.0","9.0","false",
"C8","8","ACTIN","1.443","Amp","UNKNOWN","15.441","15.429","0.017","784170.6","790303.6","8673.362","36.5667","0.9988","-3.584","90.11565","false","0.267","true","3.0","10.0","false",
"C9","9","ACTIN","1.464","Amp","UNKNOWN","15.636","15.608","0.039","691923.0","704418.4","17671.115","36.5667","0.9988","-3.584","90.11565","false","0.267","true","3.0","10.0","false",
"C10","10","ACTIN","1.444","Amp","UNKNOWN","15.524","15.556","0.045","743464.56","728493.06","21172.918","36.5667","0.9988","-3.584","90.11565","false","0.267","true","3.0","9.0","false",
"C11","11","ACTIN","1.457","Amp","UNKNOWN","15.084","15.054","0.041","986624.75","1005505.8","26701.826","36.5667","0.9988","-3.584","90.11565","false","0.267","true","3.0","9.0","false",
"C12","12","ACTIN","1.438","Amp","UNKNOWN","15.254","15.234","0.027","884624.9","895645.6","15585.734","36.5667","0.9988","-3.584","90.11565","false","0.267","true","3.0","9.0","false",
"D1","1","ACTIN","1.452","Amp","UNKNOWN","15.240","15.281","0.059","892496.06","869261.75","32858.28","36.5667","0.9988","-3.584","90.11565","false","0.267","true","3.0","9.0","false",
"D2","2","ACTIN","1.465","Amp","UNKNOWN","15.089","15.142","0.074","983042.4","951013.2","45296.1","36.5667","0.9988","-3.584","90.11565","false","0.267","true","3.0","9.0","false",
"D3","3","ACTIN","1.454","Amp","UNKNOWN","15.686","15.701","0.022","670207.9","663530.44","9443.382","36.5667","0.9988","-3.584","90.11565","false","0.267","true","3.0","10.0","false",
"D4","4","ACTIN","1.469","Amp","UNKNOWN","15.157","15.163","0.009","941140.4","937303.9","5425.625","36.5667","0.9988","-3.584","90.11565","false","0.267","true","3.0","9.0","false",
"D5","5","ACTIN","1.456","Amp","UNKNOWN","14.874","14.861","0.018","1128603.6","1138054.8","13365.938","36.5667","0.9988","-3.584","90.11565","false","0.267","true","3.0","9.0","false",
"D6","6","ACTIN","1.474","Amp","UNKNOWN","15.022","15.039","0.025","1026797.3","1015214.9","16380.1","36.5667","0.9988","-3.584","90.11565","false","0.267","true","3.0","9.0","false",
"D7","7","ACTIN","1.458","Amp","UNKNOWN","15.121","15.137","0.023","963356.25","953533.94","13890.849","36.5667","0.9988","-3.584","90.11565","false","0.267","true","3.0","9.0","false",
"D8","8","ACTIN","1.455","Amp","UNKNOWN","15.417","15.429","0.017","796436.6","790303.6","8673.362","36.5667","0.9988","-3.584","90.11565","false","0.267","true","3.0","10.0","false",
"D9","9","ACTIN","1.45","Amp","UNKNOWN","15.581","15.608","0.039","716913.75","704418.4","17671.115","36.5667","0.9988","-3.584","90.11565","false","0.267","true","3.0","9.0","false",
"D10","10","ACTIN","1.462","Amp","UNKNOWN","15.588","15.556","0.045","713521.56","728493.06","21172.918","36.5667","0.9988","-3.584","90.11565","false","0.267","true","3.0","10.0","false",
"D11","11","ACTIN","1.455","Amp","UNKNOWN","15.025","15.054","0.041","1024386.9","1005505.8","26701.826","36.5667","0.9988","-3.584","90.11565","false","0.267","true","3.0","9.0","false",
"D12","12","ACTIN","1.457","Amp","UNKNOWN","15.215","15.234","0.027","906666.44","895645.6","15585.734","36.5667","0.9988","-3.584","90.11565","false","0.267","true","3.0","9.0","false",
"E1","13","DWV","0.0","No Amp","UNKNOWN","Undetermined","-","-","1.52891873E10","-","-","35.2228","0.993","-3.5567","91.05548","false","0.137","true","3.0","39.0","false",
"E2","14","DWV","0.0","No Amp","UNKNOWN","Undetermined","-","-","1.52891873E10","-","-","35.2228","0.993","-3.5567","91.05548","false","0.137","true","3.0","39.0","false",
"E3","15","DWV","0.0","No Amp","UNKNOWN","Undetermined","36.669","-","1.52891873E10","0.392","-","35.2228","0.993","-3.5567","91.05548","false","0.137","true","3.0","39.0","false",
"E4","16","DWV","0.0","No Amp","UNKNOWN","Undetermined","-","-","1.52891873E10","-","-","35.2228","0.993","-3.5567","91.05548","false","0.137","true","3.0","39.0","false",
"E5","Gblock","DWV","0.0","No Amp","UNKNOWN","Undetermined","-","-","1.52891873E10","-","-","35.2228","0.993","-3.5567","91.05548","false","0.137","true","3.0","39.0","false",
"F1","13","DWV","0.0","No Amp","UNKNOWN","Undetermined","-","-","1.52891873E10","-","-","35.2228","0.993","-3.5567","91.05548","false","0.137","true","3.0","39.0","false",
"F2","14","DWV","0.0","No Amp","UNKNOWN","Undetermined","-","-","1.52891873E10","-","-","35.2228","0.993","-3.5567","91.05548","false","0.137","true","3.0","39.0","false",
"F3","15","DWV","1.251","Inconclusive","UNKNOWN","36.669","36.669","-","0.392","0.392","-","35.2228","0.993","-3.5567","91.05548","false","0.137","true","3.0","32.0","false",
"F4","16","DWV","0.0","No Amp","UNKNOWN","Undetermined","-","-","1.52891873E10","-","-","35.2228","0.993","-3.5567","91.05548","false","0.137","true","3.0","39.0","false",
"F5","No Sample","DWV","0.0","No Amp","NTC","Undetermined","-","-","-","-","-","35.2228","0.993","-3.5567","91.05548","false","0.137","true","3.0","39.0","false",
"G1","13","ACTIN","1.433","Amp","UNKNOWN","15.501","15.378","0.174","754690.06","819283.4","91348.73","36.5667","0.9988","-3.584","90.11565","false","0.267","true","3.0","10.0","false",
"G2","14","ACTIN","1.445","Amp","UNKNOWN","15.091","15.137","0.065","981916.06","953628.5","40004.707","36.5667","0.9988","-3.584","90.11565","false","0.267","true","3.0","9.0","false",
"G3","15","ACTIN","1.446","Amp","UNKNOWN","15.249","15.262","0.019","887346.7","879882.94","10555.291","36.5667","0.9988","-3.584","90.11565","false","0.267","true","3.0","9.0","false",
"G4","16","ACTIN","1.448","Amp","UNKNOWN","15.157","15.163","0.007","941032.0","937866.6","4476.469","36.5667","0.9988","-3.584","90.11565","false","0.267","true","3.0","9.0","false",
"G5","Gblock","ACTIN","0.0","No Amp","UNKNOWN","Undetermined","-","-","3.03235564E10","-","-","36.5667","0.9988","-3.584","90.11565","false","0.267","true","3.0","39.0","false",
"H1","13","ACTIN","1.431","Amp","UNKNOWN","15.255","15.378","0.174","883876.7","819283.4","91348.73","36.5667","0.9988","-3.584","90.11565","false","0.267","true","3.0","9.0","false",
"H2","14","ACTIN","1.453","Amp","UNKNOWN","15.183","15.137","0.065","925340.9","953628.5","40004.707","36.5667","0.9988","-3.584","90.11565","false","0.267","true","3.0","9.0","false",
"H3","15","ACTIN","1.445","Amp","UNKNOWN","15.275","15.262","0.019","872419.25","879882.94","10555.291","36.5667","0.9988","-3.584","90.11565","false","0.267","true","3.0","9.0","false",
"H4","16","ACTIN","1.449","Amp","UNKNOWN","15.168","15.163","0.007","934701.3","937866.6","4476.469","36.5667","0.9988","-3.584","90.11565","false","0.267","true","3.0","9.0","false",
"H5","No Sample","ACTIN","0.0","No Amp","NTC","Undetermined","-","-","-","-","-","36.5667","0.9988","-3.584","90.11565","false","0.267","true","3.0","39.0","false",

